Name,Team,Number,Year
Grant Hill,ORL,33,2002
Jerome James,SEA,33,2002
Antawn Jamison,GSW,33,2002
Jumaine Jones,CLE,33,2002
Alonzo Mourning,MIA,33,2002
Scottie Pippen,POR,33,2002
Ray Allen,MIL,34,2002
Dale Davis,POR,34,2002
Steven Hunter,ORL,34,2002
Chris Mills,GSW,34,2002
Charles Oakley,CHI,34,2002
Hakeem Olajuwon,TOR,34,2002
Michael Olowokandi,LAC,34,2002
Shaquille O'Neal,LAL,34,2002
Scott Padgett,UTA,34,2002
Paul Pierce,BOS,34,2002
Isaiah Rider,DEN,34,2002
Robert Traylor,CHH,34,2002
Aaron Williams,NJN,34,2002
Corliss Williamson,DET,34,2002
Malik Allen,MIA,35,2002
Jason Caffey,MIL,35,2002
Brian Cardinal,DET,35,2002
Jason Collins,NJN,35,2002
Danny Ferry,SAS,35,2002
Kirk Haston,CHH,35,2002
Art Long,SEA,35,2002
Mark Madsen,LAL,35,2002
Tracy Murray,TOR,35,2002
Reggie Slater,ATL,35,2002
Clarence Weatherspoon,NYK,35,2002
Shawnelle Scott,DEN,36,2002
Etan Thomas,WAS,36,2002
,,37,2002
,,38,2002
Željko Rebrača,DET,39,2002
Corie Blount,PHI,40,2002
Joseph Forte,BOS,40,2002
Harold Jamison,LAC,40,2002
Ervin Johnson,MIL,40,2002
Shawn Kemp,POR,40,2002
Brad Miller,CHI,40,2002
Bruno Šundov,IND,40,2002
Kurt Thomas,NYK,40,2002
Dirk Nowitzki,DAL,41,2002
Mark Pope,MIL,41,2002
James Posey,DEN,41,2002
Glen Rice,HOU,41,2002
Jabari Smith,PHI,41,2002
Leon Smith,ATL,41,2002
Vin Baker,SEA,42,2002
Elton Brand,LAC,42,2002
Kedrick Brown,BOS,42,2002
P.J. Brown,CHH,42,2002
Evan Eschmeyer,DAL,42,2002
Donyell Marshall,UTA,42,2002
Sam Mitchell,MIN,42,2002
Theo Ratliff,ATL,42,2002
Jerry Stackhouse,DET,42,2002
Scott Williams,DEN,42,2002
Walt Williams,HOU,42,2002
Lorenzen Wright,MEM,42,2002
Grant Long,MEM,43,2002
Jake Voskuhl,PHO,43,2002
Kevin Willis,HOU,43,2002
Dalibor Bagarić,CHI,44,2002
Ruben Boumtje-Boumtje,POR,44,2002
Shawn Bradley,DAL,44,2002
Derrick Coleman,PHI,44,2002
Austin Croshere,IND,44,2002
Derrick Dial,TOR,44,2002
Greg Foster,MIL,44,2002
Brian Grant,MIA,44,2002
Alan Henderson,ATL,44,2002
Marc Jackson,GSW,44,2002
Travis Knight,NYK,44,2002
Christian Laettner,WAS,44,2002
Tony Massenburg,MEM,44,2002
Terence Morris,HOU,44,2002
Anthony Peeler,MIN,44,2002
Keith Van,NJN,44,2002
Ratko Varda,DET,44,2002
Cedric Henderson,GSW,45,2002
Raef LaFrentz,DEN,45,2002
Bo Outlaw,PHO,45,2002
Joel Przybilla,MIL,45,2002
Sean Rooks,LAC,45,2002
Ansu Sesay,SEA,45,2002
,,46,2002
Andrei Kirilenko,UTA,47,2002
,,48,2002
Shandon Anderson,NYK,49,2002
Greg Anthony,MIL,50,2002
Matt Bullard,CHH,50,2002
Corey Maggette,LAC,50,2002
Mike Miller,ORL,50,2002
Zach Randolph,POR,50,2002
David Robinson,SAS,50,2002
Reggie Slater,NJN,50,2002
Felton Spencer,NYK,50,2002
Vladimir Stepania,MIA,50,2002
Michael Doleac,CLE,51,2002
Lawrence Funderburke,SAC,51,2002
Michael Ruffin,PHI,51,2002
Calvin Booth,SEA,52,2002
Chucky Brown,SAC,52,2002
Ernest Brown,MIA,52,2002
Jason Collier,HOU,52,2002
DeSagana Diop,CLE,52,2002
Matt Geiger,PHI,52,2002
Brad Miller,IND,52,2002
Eric Piatkowski,LAC,52,2002
Vitaly Potapenko,BOS,52,2002
Don Reid,ORL,52,2002
Jabari Smith,SAC,52,2002
Samaki Walker,LAL,52,2002
,,53,2002
Obinna Ekezie,LAC,54,2002
Steve Goodrich,NJN,54,2002
Horace Grant,ORL,54,2002
Popeye Jones,WAS,54,2002
Lee Nailon,CHH,54,2002
Rodney Rogers,PHO,54,2002
Andrew DeClercq,ORL,55,2002
Dikembe Mutombo,PHI,55,2002
Daniel Santiago,PHO,55,2002
Jahidi White,WAS,55,2002
Eric Williams,BOS,55,2002
,,56,2002
,,57,2002
,,58,2002
,,59,2002
,,60,2002
,,61,2002
,,62,2002
,,63,2002
,,64,2002
,,65,2002
,,66,2002
,,67,2002
,,68,2002
,,69,2002
,,70,2002
,,71,2002
,,72,2002
,,73,2002
,,74,2002
,,75,2002
,,76,2002
Vladimir Radmanović,SEA,77,2002
,,78,2002
,,79,2002
,,80,2002
,,81,2002
,,82,2002
,,83,2002
,,84,2002
,,85,2002
,,86,2002
,,87,2002
,,88,2002
,,89,2002
,,90,2002
,,91,2002
,,92,2002
,,93,2002
,,94,2002
,,95,2002
,,96,2002
,,97,2002
,,98,2002
,,99,2002
Gilbert Arenas,GSW,0,2003
Randy Brown,PHO,0,2003
Drew Gooden,MEM,0,2003
Walter McCarty,BOS,0,2003
Soumaila Samake,LAL,0,2003
Derek Anderson,POR,1,2003
Brandon Armstrong,NJN,1,2003
Travis Best,MIA,1,2003
Chauncey Billups,DET,1,2003
Carlos Boozer,CLE,1,2003
Jamal Crawford,CHI,1,2003
Baron Davis,NOH,1,2003
Keyon Dooling,LAC,1,2003
Anfernee Hardaway,PHO,1,2003
Donnell Harvey,DEN,1,2003
Juaquin Hawkins,HOU,1,2003
Chris Jefferies,TOR,1,2003
Jared Jeffries,WAS,1,2003
Tracy McGrady,ORL,1,2003
Troy Murphy,GSW,1,2003
Wesley Person,MEM,1,2003
Rod Strickland,MIN,1,2003
Stacey Augmon,NOH,2,2003
Jamison Brewer,IND,2,2003
Eddy Curry,CHI,2,2003
Melvin Ely,LAC,2,2003
Derek Fisher,LAL,2,2003
Anthony Johnson,NJN,2,2003
Joe Johnson,PHO,2,2003
Voshon Lenard,TOR,2,2003
Nazr Mohammed,ATL,2,2003
Dean Oliver,GSW,2,2003
Bryon Russell,WAS,2,2003
DeShawn Stevenson,UTA,2,2003
Maurice Taylor,HOU,2,2003
Dajuan Wagner,CLE,2,2003
Jason Williams,MEM,2,2003
Shareef Abdur-Rahim,ATL,3,2003
Tierre Brown,CLE,3,2003
Tyson Chandler,CHI,3,2003
Juan Dixon,WAS,3,2003
LaPhonso Ellis,MIA,3,2003
Steve Francis,HOU,3,2003
Devean George,LAL,3,2003
Al Harrington,IND,3,2003
Allen Iverson,PHI,3,2003
Stephen Jackson,SAS,3,2003
Randy Livingston,NOH,3,2003
Stephon Marbury,PHO,3,2003
Quentin Richardson,LAC,3,2003
Damon Stoudamire,POR,3,2003
Bob Sura,GSW,3,2003
Ben Wallace,DET,3,2003
Gerald Wallace,SAC,3,2003
Loren Woods,MIN,3,2003
Vincent Yarbrough,DEN,3,2003
Tony Battie,BOS,4,2003
Caron Butler,MIA,4,2003
Chris Crawford,ATL,4,2003
Howard Eisley,NYK,4,2003
Michael Finley,DAL,4,2003
Alton Ford,PHO,4,2003
Ryan Humphrey,ORL,4,2003
Jelani McCoy,TOR,4,2003
Chris Mihm,CLE,4,2003
Predrag Savović,DEN,4,2003
Stromile Swift,MEM,4,2003
Keith Van,PHI,4,2003
Chris Webber,SAC,4,2003
Jiří Welsch,GSW,4,2003
David Wesley,NOH,4,2003
Michael Bradley,TOR,5,2003
Kedrick Brown,BOS,5,2003
Kwame Brown,WAS,5,2003
Elden Campbell,NOH,5,2003
Dion Glover,ATL,5,2003
Anthony Goldwire,SAS,5,2003
Robert Horry,LAL,5,2003
Eddie House,MIA,5,2003
Juwan Howard,DEN,5,2003
Jason Kidd,NJN,5,2003
Danny Manning,DET,5,2003
Jeff McInnis,POR,5,2003
Ron Mercer,IND,5,2003
Cuttino Mobley,HOU,5,2003
Jalen Rose,CHI,5,2003
Guy Rucker,GSW,5,2003
Jeryl Sasser,ORL,5,2003
Ansu Sesay,SEA,5,2003
Tim Thomas,MIL,5,2003
Hedo Türkoğlu,SAC,5,2003
Monty Williams,PHI,5,2003
Junior Harrington,DEN,6,2003
Jermaine Jackson,ATL,6,2003
Avery Johnson,DAL,6,2003
Eddie Jones,MIA,6,2003
Tito Maddox,HOU,6,2003
Kenyon Martin,NJN,6,2003
Jérôme Moïso,NOH,6,2003
Joel Przybilla,MIL,6,2003
Pepe Sánchez,DET,6,2003
Bonzi Wells,POR,6,2003
Chucky Atkins,DET,7,2003
Keon Clark,SAC,7,2003
Tony Delk,BOS,7,2003
Gordan Giriček,ORL,7,2003
Adrian Griffin,DAL,7,2003
Nate Huffman,TOR,7,2003
Mike James,MIA,7,2003
Toni Kukoč,MIL,7,2003
Rashard Lewis,SEA,7,2003
Lamar Odom,LAC,7,2003
Jermaine O'Neal,IND,7,2003
Lavor Postell,NYK,7,2003
John Salmons,PHI,7,2003
Charles Smith,POR,7,2003
Rodney White,DEN,7,2003
Kobe Bryant,LAL,8,2003
Mateen Cleaves,SAC,8,2003
Michael Dickerson,MEM,8,2003
Pat Garrity,ORL,8,2003
Darvin Ham,ATL,8,2003
Jermaine Jackson,TOR,8,2003
Aaron McKie,PHI,8,2003
Rasho Nesterović,MIN,8,2003
Kevin Ollie,SEA,8,2003
Tamar Slay,NJN,8,2003
Steve Smith,SAS,8,2003
Latrell Sprewell,NYK,8,2003
Antoine Walker,BOS,8,2003
Tariq Abdul-Wahad,DAL,9,2003
J.R. Bremer,BOS,9,2003
Rick Brunson,CHI,9,2003
Mark Bryant,PHI,9,2003
Kendall Gill,MIN,9,2003
Drew Gooden,ORL,9,2003
Damon Jones,SAC,9,2003
George Lynch,NOH,9,2003
Boštjan Nachbar,HOU,9,2003
Tony Parker,SAS,9,2003
Vitaly Potapenko,SEA,9,2003
Kenny Thomas,PHI,9,2003
Darrell Armstrong,ORL,10,2003
Mike Bibby,SAC,10,2003
Sam Cassell,MIL,10,2003
Speedy Claxton,SAS,10,2003
Antonio Daniels,POR,10,2003
Mike Dunleavy,GSW,10,2003
Jeff Foster,IND,10,2003
Gordan Giriček,MEM,10,2003
Tyronn Lue,WAS,10,2003
Milt Palacio,CLE,10,2003
Wally Szczerbiak,MIN,10,2003
Dalibor Bagarić,CHI,11,2003
Raja Bell,DAL,11,2003
Earl Boykins,GSW,11,2003
Mark Bryant,BOS,11,2003
Chris Childs,NJN,11,2003
A.J. Guyton,GSW,11,2003
Lindsey Hunter,TOR,11,2003
Zydrunas Ilgauskas,CLE,11,2003
Todd MacCulloch,PHI,11,2003
Matt Maloney,ATL,11,2003
Yao Ming,HOU,11,2003
Arvydas Sabonis,POR,11,2003
Kenny Satterfield,DEN,11,2003
Jamaal Tinsley,IND,11,2003
Jacque Vaughn,ORL,11,2003
Shammond Williams,DEN,11,2003
Rafer Alston,TOR,12,2003
Kenny Anderson,NOH,12,2003
Bruce Bowen,SAS,12,2003
Bimbo Coles,CLE,12,2003
Michael Curry,DET,12,2003
Dan Dickau,ATL,12,2003
Marcus Haislip,MIL,12,2003
Lucious Harris,NJN,12,2003
Moochie Norris,HOU,12,2003
Jannero Pargo,LAL,12,2003
Kenny Satterfield,PHI,12,2003
John Stockton,UTA,12,2003
Chris Whitney,ORL,12,2003
Kelvin Cato,HOU,13,2003
Doug Christie,SAC,13,2003
Mark Jackson,UTA,13,2003
Donny Marshall,NJN,13,2003
Steve Nash,DAL,13,2003
Mehmet Okur,DET,13,2003
Glenn Robinson,ATL,13,2003
Michael Stewart,CLE,13,2003
Jerome Williams,TOR,13,2003
Maceo Baston,TOR,14,2003
Devin Brown,DEN,14,2003
Predrag Drobnjak,SEA,14,2003
Chris Dudley,POR,14,2003
Tim Hardaway,IND,14,2003
Dan Langhi,PHO,14,2003
Stanislav Medvedenko,LAL,14,2003
Eduardo Nájera,DAL,14,2003
Ira Newble,ATL,14,2003
Robert Pack,NOH,14,2003
Efthimi Rentzias,PHI,14,2003
Chris Andersen,DEN,15,2003
Vince Carter,TOR,15,2003
Emanual Davis,ATL,15,2003
Anthony Goldwire,WAS,15,2003
Matt Harpring,UTA,15,2003
Ronald Murray,SEA,15,2003
Cezary Trybański,MEM,15,2003
Pau Gasol,MEM,16,2003
Troy Hudson,MIN,16,2003
Peja Stojaković,SAC,16,2003
Wang Zhizhi,LAC,16,2003
Kenny Anderson,SEA,17,2003
Bryce Drew,NOH,17,2003
Rick Fox,LAL,17,2003
Anthony Mason,MIL,17,2003
Smush Parker,CLE,17,2003
Antoine Rigaudeau,DAL,17,2003
Brandon Williams,ATL,17,2003
Óscar Torres,GSW,18,2003
,,19,2003
Jon Barry,DET,20,2003
Manu Ginóbili,SAS,20,2003
Fred Hoiberg,CHI,20,2003
Allan Houston,NYK,20,2003
Larry Hughes,WAS,20,2003
Marko Jarić,LAC,20,2003
Fred Jones,IND,20,2003
Chris Owens,MEM,20,2003
Gary Payton,SEA,20,2003
Brian Shaw,LAL,20,2003
Eric Snow,PHI,20,2003
Gary Trent,MIN,20,2003
Jeff Trepagnier,DEN,20,2003
Alvin Williams,TOR,20,2003
Robert Archibald,MEM,21,2003
Greg Buckner,PHI,21,2003
Vlade Divac,SAC,21,2003
Tim Duncan,SAS,21,2003
Marcus Fizer,CHI,21,2003
Danny Fortson,GSW,21,2003
Kevin Garnett,MIN,21,2003
Adam Harrington,DEN,21,2003
Sean Lampley,MIA,21,2003
Jamaal Magloire,NOH,21,2003
Darius Miles,CLE,21,2003
Ruben Patterson,POR,21,2003
Kareem Rush,LAL,21,2003
Brian Scalabrine,NJN,21,2003
Bobby Simmons,WAS,21,2003
Erick Strickland,IND,21,2003
Kenny Thomas,HOU,21,2003
Charlie Ward,NYK,21,2003
Jim Jackson,SAC,22,2003
Brevin Knight,MEM,22,2003
Sean Marks,MIA,22,2003
Tayshaun Prince,DET,22,2003
Michael Redd,MIL,22,2003
Nikoloz Tskitishvili,DEN,22,2003
Jay Williams,CHI,22,2003
Metta World,IND,23,2003
Devin Brown,SAS,23,2003
Marcus Camby,DEN,23,2003
Casey Jacobsen,PHO,23,2003
Michael Jordan,WAS,23,2003
Jason Richardson,GSW,23,2003
Mike Batiste,MEM,24,2003
Jonathan Bender,IND,24,2003
Tom Gugliotta,PHO,24,2003
Bobby Jackson,SAC,24,2003
Richard Jefferson,NJN,24,2003
Jamal Mashburn,NOH,24,2003
Desmond Mason,SEA,24,2003
Andre Miller,LAC,24,2003
Morris Peterson,TOR,24,2003
Qyntel Woods,POR,24,2003
Corey Benjamin,ATL,25,2003
Anthony Carter,MIA,25,2003
John Crotty,DEN,25,2003
Erick Dampier,GSW,25,2003
Marc Jackson,MIN,25,2003
Steve Kerr,SAS,25,2003
Jake Tsakalidis,PHO,25,2003
Earl Watson,MEM,25,2003
John Amaechi,UTA,26,2003
Primož Brezec,IND,27,2003
,,28,2003
Mike Wilks,MIN,29,2003
Carlos Arroyo,UTA,30,2003
Mark Blount,DEN,30,2003
Kerry Kittles,NJN,30,2003
Tracy Murray,LAL,30,2003
Clifford Robinson,DET,30,2003
Mark Strickland,DAL,30,2003
Rasheed Wallace,POR,30,2003
Frank Williams,NYK,30,2003
Brent Barry,SEA,31,2003
Shane Battier,MEM,31,2003
Pat Burke,ORL,31,2003
Jarron Collins,UTA,31,2003
Ricky Davis,CLE,31,2003
Adonal Foyle,GSW,31,2003
Nenê Hilário,DEN,31,2003
Shawn Marion,PHO,31,2003
Roger Mason,CHI,31,2003
Reggie Miller,IND,31,2003
Mikki Moore,BOS,31,2003
Scot Pollard,SAC,31,2003
Malik Rose,SAS,31,2003
Jamal Sampson,MIL,31,2003
Jason Terry,ATL,31,2003
Nick Van,DAL,31,2003
Courtney Alexander,NOH,32,2003
Ryan Bowen,DEN,32,2003
Tremaine Fowlkes,LAC,32,2003
Richard Hamilton,DET,32,2003
Othella Harrington,NYK,32,2003
Tyrone Hill,CLE,32,2003
Karl Malone,UTA,32,2003
Mamadou N'Diaye,TOR,32,2003
Eddie Robinson,CHI,32,2003
Joe Smith,MIN,32,2003
Amar'e Stoudemire,PHO,32,2003
Antonio Davis,TOR,33,2003
Eddie Griffin,HOU,33,2003
Grant Hill,ORL,33,2003
Jerome James,SEA,33,2003
Antawn Jamison,GSW,33,2003
Jumaine Jones,CLE,33,2003
Mike Miller,MEM,33,2003
Scottie Pippen,POR,33,2003
Ray Allen,SEA,34,2003
Mengke Bateer,SAS,34,2003
Dale Davis,POR,34,2003
Reggie Evans,SEA,34,2003
Steven Hunter,ORL,34,2003
Chris Mills,GSW,34,2003
Charles Oakley,WAS,34,2003
Michael Olowokandi,LAC,34,2003
Shaquille O'Neal,LAL,34,2003
Scott Padgett,UTA,34,2003
Paul Pierce,BOS,34,2003
Robert Traylor,NOH,34,2003
Aaron Williams,NJN,34,2003
Corliss Williamson,DET,34,2003
Malik Allen,MIA,35,2003
Lonny Baxter,CHI,35,2003
Jason Caffey,MIL,35,2003
Brian Cardinal,WAS,35,2003
Jason Collins,NJN,35,2003
Danny Ferry,SAS,35,2003
Kirk Haston,NOH,35,2003
Art Long,PHI,35,2003
Mark Madsen,LAL,35,2003
Reggie Slater,MIN,35,2003
Clarence Weatherspoon,NYK,35,2003
Igor Rakočević,MIN,36,2003
Etan Thomas,WAS,36,2003
,,37,2003
Mikki Moore,ATL,38,2003
Željko Rebrača,DET,39,2003
Calbert Cheaney,UTA,40,2003
Joseph Forte,SEA,40,2003
Antonio Harvey,ATL,40,2003
Tyrone Hill,PHI,40,2003
Ryan Humphrey,MEM,40,2003
Ervin Johnson,MIL,40,2003
Shawn Kemp,ORL,40,2003
Kurt Thomas,NYK,40,2003
Elden Campbell,SEA,41,2003
Dirk Nowitzki,DAL,41,2003
James Posey,DEN,41,2003
Glen Rice,HOU,41,2003
Bruno Šundov,BOS,41,2003
Vin Baker,BOS,42,2003
Elton Brand,LAC,42,2003
P.J. Brown,NOH,42,2003
Evan Eschmeyer,DAL,42,2003
Art Long,TOR,42,2003
Donyell Marshall,CHI,42,2003
Theo Ratliff,ATL,42,2003
Jerry Stackhouse,WAS,42,2003
Kevin Willis,SAS,42,2003
Lorenzen Wright,MEM,42,2003
Corie Blount,CHI,43,2003
Grant Long,BOS,43,2003
Jake Voskuhl,PHO,43,2003
Walt Williams,DAL,43,2003
Ruben Boumtje-Boumtje,POR,44,2003
Shawn Bradley,DAL,44,2003
Derrick Coleman,PHI,44,2003
Austin Croshere,IND,44,2003
Hubert Davis,DET,44,2003
Greg Foster,TOR,44,2003
Brian Grant,MIA,44,2003
Trenton Hassell,CHI,44,2003
Alan Henderson,ATL,44,2003
Travis Knight,NYK,44,2003
Christian Laettner,WAS,44,2003
Tony Massenburg,UTA,44,2003
Terence Morris,HOU,44,2003
Cherokee Parks,LAC,44,2003
Anthony Peeler,MIN,44,2003
Rasual Butler,MIA,45,2003
Raef LaFrentz,DAL,45,2003
Bo Outlaw,PHO,45,2003
Sean Rooks,LAC,45,2003
Paul Shirley,ATL,45,2003
Rubén Wolkowyski,BOS,45,2003
,,46,2003
Andrei Kirilenko,UTA,47,2003
Scott Williams,PHO,47,2003
,,48,2003
Shandon Anderson,NYK,49,2003
Dan Gadzuric,MIL,50,2003
Corey Maggette,LAC,50,2003
Mike Miller,ORL,50,2003
Zach Randolph,POR,50,2003
David Robinson,SAS,50,2003
Vladimir Stepania,MIA,50,2003
Michael Doleac,NYK,51,2003
Lawrence Funderburke,SAC,51,2003
Calvin Booth,SEA,52,2003
Jason Collier,HOU,52,2003
DeSagana Diop,CLE,52,2003
Brad Miller,IND,52,2003
Eric Piatkowski,LAC,52,2003
Don Reid,DET,52,2003
Samaki Walker,LAL,52,2003
,,53,2003
Damone Brown,TOR,54,2003
Horace Grant,ORL,54,2003
Zendon Hamilton,TOR,54,2003
Ken Johnson,MIA,54,2003
Popeye Jones,DAL,54,2003
Lee Nailon,NYK,54,2003
Rodney Rogers,NJN,54,2003
Brian Skinner,PHI,54,2003
Chris Wilcox,LAC,54,2003
Andrew DeClercq,ORL,55,2003
Dikembe Mutombo,NJN,55,2003
James Posey,HOU,55,2003
Jahidi White,WAS,55,2003
Eric Williams,BOS,55,2003
,,56,2003
,,57,2003
,,58,2003
,,59,2003
,,60,2003
,,61,2003
,,62,2003
,,63,2003
,,64,2003
,,65,2003
,,66,2003
,,67,2003
,,68,2003
,,69,2003
,,70,2003
,,71,2003
,,72,2003
,,73,2003
,,74,2003
,,75,2003
,,76,2003
Vladimir Radmanović,SEA,77,2003
,,78,2003
,,79,2003
,,80,2003
,,81,2003
,,82,2003
,,83,2003
,,84,2003
,,85,2003
,,86,2003
,,87,2003
,,88,2003
,,89,2003
,,90,2003
,,91,2003
,,92,2003
,,93,2003
,,94,2003
,,95,2003
,,96,2003
,,97,2003
,,98,2003
,,99,2003
Gilbert Arenas,WAS,0,2004
Drew Gooden,ORL,0,2004
Walter McCarty,BOS,0,2004
Jeff McInnis,CLE,0,2004
Theron Smith,MEM,0,2004
Derek Anderson,POR,1,2004
Brandon Armstrong,NJN,1,2004
Chauncey Billups,DET,1,2004
Carlos Boozer,CLE,1,2004
Maurice Carter,LAL,1,2004
Jamal Crawford,CHI,1,2004
Samuel Dalembert,PHI,1,2004
Baron Davis,NOH,1,2004
Keyon Dooling,LAC,1,2004
Alton Ford,HOU,1,2004
Anfernee Hardaway,PHO,1,2004
Jason Hart,SAS,1,2004
Stephen Jackson,ATL,1,2004
Jared Jeffries,WAS,1,2004
Voshon Lenard,DEN,1,2004
Tracy McGrady,ORL,1,2004
Troy Murphy,GSW,1,2004
Wesley Person,MEM,1,2004
Rod Strickland,TOR,1,2004
Loren Woods,MIA,1,2004
Stacey Augmon,NOH,2,2004
Steve Blake,WAS,2,2004
Jamison Brewer,IND,2,2004
Eddy Curry,CHI,2,2004
Melvin Ely,LAC,2,2004
Derek Fisher,LAL,2,2004
Joe Johnson,PHO,2,2004
Nazr Mohammed,ATL,2,2004
Doug Overton,NJN,2,2004
Jannero Pargo,TOR,2,2004
Mickaël Piétrus,GSW,2,2004
DeShawn Stevenson,UTA,2,2004
Maurice Taylor,HOU,2,2004
Keith Van,NYK,2,2004
Dajuan Wagner,CLE,2,2004
Jason Williams,MEM,2,2004
Shareef Abdur-Rahim,ATL,3,2004
Darrell Armstrong,NOH,3,2004
Troy Bell,MEM,3,2004
Travis Best,DAL,3,2004
Keith Bogans,ORL,3,2004
J.R. Bremer,CLE,3,2004
Matt Carroll,SAS,3,2004
Tyson Chandler,CHI,3,2004
Juan Dixon,WAS,3,2004
Steve Francis,HOU,3,2004
Devean George,LAL,3,2004
Al Harrington,IND,3,2004
Allen Iverson,PHI,3,2004
Dan Langhi,MIL,3,2004
Stephon Marbury,PHO,3,2004
Oliver Miller,MIN,3,2004
Quentin Richardson,LAC,3,2004
Clifford Robinson,GSW,3,2004
Damon Stoudamire,POR,3,2004
Bob Sura,ATL,3,2004
Dwyane Wade,MIA,3,2004
Ben Wallace,DET,3,2004
Gerald Wallace,SAC,3,2004
Tony Battie,CLE,4,2004
Chris Bosh,TOR,4,2004
Caron Butler,MIA,4,2004
Chris Crawford,ATL,4,2004
Howard Eisley,NYK,4,2004
Michael Finley,DAL,4,2004
Eddie Gill,POR,4,2004
Donnell Harvey,PHO,4,2004
DerMarr Johnson,NYK,4,2004
Keith McLeod,MIN,4,2004
Chris Mihm,CLE,4,2004
Lee Nailon,ORL,4,2004
Stromile Swift,MEM,4,2004
Jeff Trepagnier,DEN,4,2004
Luke Walton,LAL,4,2004
Chris Webber,SAC,4,2004
David Wesley,NOH,4,2004
Michael Bradley,TOR,5,2004
Kedrick Brown,CLE,5,2004
Kwame Brown,WAS,5,2004
Maurice Carter,NOH,5,2004
Josh Davis,ATL,5,2004
Desmond Ferguson,POR,5,2004
Gordan Giriček,UTA,5,2004
Dion Glover,ATL,5,2004
Anthony Goldwire,MIN,5,2004
Robert Horry,SAS,5,2004
Eddie House,LAC,5,2004
Josh Howard,DAL,5,2004
Juwan Howard,ORL,5,2004
Jason Kidd,NJN,5,2004
Rusty LaRue,GSW,5,2004
Jeff McInnis,POR,5,2004
Cuttino Mobley,HOU,5,2004
Jalen Rose,TOR,5,2004
Ansu Sesay,SEA,5,2004
Michael Stewart,BOS,5,2004
Bob Sura,DET,5,2004
Tim Thomas,NYK,5,2004
Cezary Trybański,NYK,5,2004
Ime Udoka,LAL,5,2004
Rodney White,DEN,5,2004
Tierre Brown,NOH,6,2004
Marquis Daniels,DAL,6,2004
Travis Hansen,ATL,6,2004
Chris Jefferies,CHI,6,2004
Avery Johnson,GSW,6,2004
Eddie Jones,MIA,6,2004
Brevin Knight,MIL,6,2004
Kenyon Martin,NJN,6,2004
Jérôme Moïso,TOR,6,2004
Joel Przybilla,MIL,6,2004
Bonzi Wells,POR,6,2004
Chucky Atkins,DET,7,2004
Anthony Carter,SAS,7,2004
Brian Cook,LAL,7,2004
Tony Delk,DAL,7,2004
Dan Dickau,POR,7,2004
Gordan Giriček,ORL,7,2004
Adrian Griffin,HOU,7,2004
Mike James,DET,7,2004
Toni Kukoč,MIL,7,2004
Dan Langhi,GSW,7,2004
Rashard Lewis,SEA,7,2004
Lamar Odom,MIA,7,2004
Jermaine O'Neal,IND,7,2004
Wesley Person,POR,7,2004
John Salmons,PHI,7,2004
Kobe Bryant,LAL,8,2004
Mateen Cleaves,CLE,8,2004
Pat Garrity,ORL,8,2004
Darvin Ham,DET,8,2004
Anthony Johnson,IND,8,2004
Linton Johnson,CHI,8,2004
Aaron McKie,PHI,8,2004
Rasho Nesterović,SAS,8,2004
Anthony Peeler,SAC,8,2004
Luke Ridnour,SEA,8,2004
Tamar Slay,NJN,8,2004
Joe Smith,MIL,8,2004
Steve Smith,NOH,8,2004
Latrell Sprewell,MIN,8,2004
Antoine Walker,DAL,8,2004
J.R. Bremer,GSW,9,2004
Rick Brunson,TOR,9,2004
Anthony Goldwire,NJN,9,2004
Randy Livingston,LAC,9,2004
George Lynch,NOH,9,2004
Boštjan Nachbar,HOU,9,2004
Robert Pack,NJN,9,2004
Tony Parker,SAS,9,2004
Vitaly Potapenko,SEA,9,2004
Bryon Russell,LAL,9,2004
Kenny Thomas,PHI,9,2004
Leandro Barbosa,PHO,10,2004
Mike Bibby,SAC,10,2004
Speedy Claxton,GSW,10,2004
Omar Cook,POR,10,2004
Jeff Foster,IND,10,2004
Alex Garcia,SAS,10,2004
Gordan Giriček,UTA,10,2004
Lindsey Hunter,DET,10,2004
Tyronn Lue,ORL,10,2004
Milt Palacio,TOR,10,2004
Zoran Planinić,NJN,10,2004
Joel Przybilla,ATL,10,2004
Wally Szczerbiak,MIN,10,2004
Rafer Alston,MIA,11,2004
Marcus Banks,BOS,11,2004
Earl Boykins,DEN,11,2004
Žarko Čabarkapa,PHO,11,2004
T.J. Ford,MIL,11,2004
Shane Heal,SAS,11,2004
Zydrunas Ilgauskas,CLE,11,2004
Karl Malone,LAL,11,2004
Yao Ming,HOU,11,2004
Sasha Pavlović,UTA,11,2004
Vladimir Stepania,POR,11,2004
Jamaal Tinsley,IND,11,2004
Jacque Vaughn,ATL,11,2004
Jerome Williams,CHI,11,2004
Shammond Williams,ORL,11,2004
Chris Andersen,DEN,12,2004
Bruce Bowen,SAS,12,2004
Bimbo Coles,MIA,12,2004
Michael Curry,TOR,12,2004
Ricky Davis,BOS,12,2004
Dan Dickau,ATL,12,2004
Howard Eisley,PHO,12,2004
Marcus Haislip,MIL,12,2004
Lucious Harris,NJN,12,2004
Kirk Hinrich,CHI,12,2004
Moochie Norris,HOU,12,2004
Kevin Ollie,CLE,12,2004
Jannero Pargo,LAL,12,2004
Željko Rebrača,ATL,12,2004
Jake Tsakalidis,MEM,12,2004
Chris Whitney,WAS,12,2004
Kenny Anderson,IND,13,2004
